GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS695214100	2019-01-07 00:10:55.0	7117	species	Cattle Egret	Bubulcus ibis			18				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1993-10-28		obsr291283	S51419923	Historical	P62	EBIRD				1	1		0	0	0		It was 65 degrees and a beautiful day for birding.	This was a significant number of birds in one location.  I was driving the road that boarders the north side of the refuge.  I carefully counted the birds.  The were stocky short-legged egrets and this is a species I was very familiar with at the time.  They were not Great Egret.  I think this is an amazing number of Cattle Egret in one location and this is an important historical record.  They were on the north side of the refuge in a pasture that is now filled with homes.	
URN:CornellLabOfOrnithology:EBIRD:OBS693919716	2019-01-09 01:58:41.0	30703	species	Clay-colored Sparrow	Spizella pallida			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1993-10-09		obsr291283	S51324859	Historical	P62	EBIRD				1	1		0	0	0			The strong face pattern with the buffy auricular patch that was offset by the gray nape and the broad supercilium were what caught my attention.  This was a bird I was quite familiar with from the mid-west.  The upper breast was a warm buffy color and the supercilium had some pale buff.  I saw the crown stripe as well.  A much brighter bird than a Brewer's Sparrow.  This was a great find for the refuge and a fairly easy ID for a rare bird.	
URN:CornellLabOfOrnithology:EBIRD:OBS694496594	2019-01-06 00:46:16.0	7099	species	Snowy Egret	Egretta thula			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1993-10-10		obsr291283	S51370658	Historical	P62	EBIRD				1	1		0	0	0			A small white Egret with a dark bill and legs and yellow feet.	
URN:CornellLabOfOrnithology:EBIRD:OBS696460190	2019-01-09 23:31:24.0	6976	species	American White Pelican	Pelecanus erythrorhynchos			110				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-22		obsr291283	S51514249	Historical	P62	EBIRD				2	1		0	0	0		Evelyn Hainey was birding with me.	Census around the lake	
URN:CornellLabOfOrnithology:EBIRD:OBS696463654	2019-01-09 23:55:26.0	6976	species	American White Pelican	Pelecanus erythrorhynchos			58				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-17		obsr291283	S51514572	Historical	P62	EBIRD				1	1		0	0	0			Counted them	
URN:CornellLabOfOrnithology:EBIRD:OBS696465233	2019-01-10 00:09:14.0	30806	species	Fox Sparrow	Passerella iliaca			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-16		obsr291283	S51514706	Historical	P62	EBIRD				1	1		0	0	0			Yellow orange lower bill and heavily streaked	
URN:CornellLabOfOrnithology:EBIRD:OBS696460198	2019-01-09 23:31:24.0	5851	species	Least Sandpiper	Calidris minutilla			52				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-22		obsr291283	S51514249	Historical	P62	EBIRD				2	1		0	0	0		Evelyn Hainey was birding with me.		
URN:CornellLabOfOrnithology:EBIRD:OBS696465195	2019-01-10 00:09:14.0	5869	species	Long-billed Dowitcher	Limnodromus scolopaceus			35				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-16		obsr291283	S51514706	Historical	P62	EBIRD				1	1		0	0	0			Counted them	
URN:CornellLabOfOrnithology:EBIRD:OBS696460218	2019-01-09 23:31:24.0	5856	species	Pectoral Sandpiper	Calidris melanotos			9				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-22		obsr291283	S51514249	Historical	P62	EBIRD				2	1		0	0	0		Evelyn Hainey was birding with me.	Counted them	
URN:CornellLabOfOrnithology:EBIRD:OBS696474384	2019-01-10 01:31:11.0	10484	species	Yellow-bellied Sapsucker	Sphyrapicus varius			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-10-08		obsr291283	S51515385	Historical	P62	EBIRD				2	1		0	0	0		Evelyn Hainey was birding with me.	Evelyn and I both got great looks at this sapsucker that was still in juvenile plumage.  The scapulars were dark and the bird showed large white wing patches as found on sapsuckers.  The back and breast had golden buff coloration with barring forming a distinct pattern that was quite beautiful.  The coloration faded gradually from the upper to the lower areas of the breast and back.  The crown showed some red that was broken by light and dark feathers.  A facial patch did not have red in it and was suffused with lighter feathers so that it was not a solid dark black.  It was offset by a line of off white below and above.  Behind this patch there was light streaking that blended away on the hind neck.  The throat showed red, white and a bit of brown coloration blended together.  The breast was barred with more color to the unbarred areas on the upper breast.  The barring on the back disappeared in the rump area.  We called out what we were seeing as we watched this bird.  It was an exciting find.  This is a species I was familiar with from birding in the mid-west for 10 years.	
URN:CornellLabOfOrnithology:EBIRD:OBS696454623	2019-01-09 23:10:33.0	6976	species	American White Pelican	Pelecanus erythrorhynchos			68				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-11-02	10:30:00	obsr291283	S51513780	Historical	P62	EBIRD	420			1	1		0	0	0		Celebrated my birthday with a day of birding at the refuge.  It was an awesome day.	Careful census of the birds on the lake.	
URN:CornellLabOfOrnithology:EBIRD:OBS696454608	2019-01-09 23:10:33.0	21491	species	Barn Swallow	Hirundo rustica			3				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-11-02	10:30:00	obsr291283	S51513780	Historical	P62	EBIRD	420			1	1		0	0	0		Celebrated my birthday with a day of birding at the refuge.  It was an awesome day.	Forked tail swallows...a late date	
URN:CornellLabOfOrnithology:EBIRD:OBS696151612	2019-01-09 00:43:05.0	646	species	Common Merganser	Mergus merganser			400				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-11-19		obsr291283	S51488251	Historical	P62	EBIRD				1	1		0	0	0			Count estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS696458304	2019-01-09 23:20:44.0	5701	species	Killdeer	Charadrius vociferus			45				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-11-01		obsr291283	S51514057	Historical	P62	EBIRD				1	1		0	0	0			Careful census around the lake.	
URN:CornellLabOfOrnithology:EBIRD:OBS696454629	2019-01-09 23:10:33.0	5851	species	Least Sandpiper	Calidris minutilla			18				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-11-02	10:30:00	obsr291283	S51513780	Historical	P62	EBIRD	420			1	1		0	0	0		Celebrated my birthday with a day of birding at the refuge.  It was an awesome day.	Small peeps with yellow legs.  Carefully counted them.	
URN:CornellLabOfOrnithology:EBIRD:OBS696147816	2019-01-09 01:57:40.0	30806	species	Fox Sparrow	Passerella iliaca			2				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-12-24	08:05:00	obsr291283	S51488003	Traveling	P22	EBIRD	482	24.14		2	1		0	0	0		Dave Lawrence and I were birding together for the Christmas Bird Count.	Easy identification of this over wintering species.  Heavy streaking and yellow with a cast of orange on the lower bill made for an easy identification.  This is a species I was quite familiar with at the time.	
URN:CornellLabOfOrnithology:EBIRD:OBS696144755	2019-01-08 23:57:33.0	8337	species	Great Horned Owl	Bubo virginianus			17				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-12-24	00:00:00	obsr291283	S51487787	Traveling	P22	EBIRD	300	16.093		2	1		0	0	0		Dave Lawrence and I were owling.  It was the Christmas Bird Count.	Most were heard	
URN:CornellLabOfOrnithology:EBIRD:OBS696147835	2019-01-09 01:57:40.0	11216	species	Northern Flicker	Colaptes auratus			63				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-12-24	08:05:00	obsr291283	S51488003	Traveling	P22	EBIRD	482	24.14		2	1		0	0	0		Dave Lawrence and I were birding together for the Christmas Bird Count.	We did a careful count of the birds so as to not duplicate numbers.	
URN:CornellLabOfOrnithology:EBIRD:OBS696144752	2019-01-08 23:57:33.0	8713	species	Northern Saw-whet Owl	Aegolius acadicus			3				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-12-24	00:00:00	obsr291283	S51487787	Traveling	P22	EBIRD	300	16.093		2	1		0	0	0		Dave Lawrence and I were owling.  It was the Christmas Bird Count.	Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS696144753	2019-01-08 23:57:33.0	8286	species	Western Screech-Owl	Megascops kennicottii			16				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1994-12-24	00:00:00	obsr291283	S51487787	Traveling	P22	EBIRD	300	16.093		2	1		0	0	0		Dave Lawrence and I were owling.  It was the Christmas Bird Count.	Most were heard, but we did see several.	
URN:CornellLabOfOrnithology:EBIRD:OBS694798457	2019-01-06 15:38:04.0	27588	species	Mountain Bluebird	Sialia currucoides			X				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_555	9			Fort Boise WMA	L234583	H	43.8215239	-117.0126942	2005-12-29		obsr980756	S51395324	Historical	P62	EBIRD				2	0		0	0	0		an hour or two	starred in my journal, found in open fields. A bird I am extremely familiar wity.	
URN:CornellLabOfOrnithology:EBIRD:OBS695121489	2019-01-09 02:07:51.0	250	domestic	Swan Goose (Domestic type)	Anser cygnoides (Domestic type)			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Wilson Spring Ponds	L279328	H	43.534938	-116.5531469	2008-01-13		obsr216968	S51415989	Historical	P62	EBIRD				2	1		0	0	0		Wilson Springs Pond, S. Powerline Rd., Nampa, Idaho	Wilson Springs Ponds, South Power Line Road, Nampa, Idaho.  Seen along the embankment between the Trophy pond & Beach Pond.  This is an Asian species, possibly an escapee from a private collection, since it seemed quite tame, but so do all the waterfowl here.	
URN:CornellLabOfOrnithology:EBIRD:OBS695121491	2019-01-09 02:07:51.0	31815	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	7				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Wilson Spring Ponds	L279328	H	43.534938	-116.5531469	2008-01-13		obsr216968	S51415989	Historical	P62	EBIRD				2	1		0	0	0		Wilson Springs Pond, S. Powerline Rd., Nampa, Idaho	There were clouds of Mosquito's in a cluster just hovering, which the warblers were feasting on along with the Russian Olives.  Seen in company with 2 Audubon's YRWA.	
URN:CornellLabOfOrnithology:EBIRD:OBS219406564	2018-12-21 14:52:56.0	6274	species	Glaucous-winged Gull	Larus glaucescens			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Pickles Butte Landfill	L464975	H	43.4899185	-116.7005539	2013-11-30	11:41:00	obsr26614	S15807678	Traveling	P22	EBIRD	79	3.219		3	1	G737011	1	0	0		<br />Submitted from BirdLog NA for iOS, version 1.7.1	First year bird, large with white winged tips.  Photo taken.	
URN:CornellLabOfOrnithology:EBIRD:OBS219479264	2019-01-07 13:05:58.0	6274	species	Glaucous-winged Gull	Larus glaucescens			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Pickles Butte Landfill	L464975	H	43.4899185	-116.7005539	2013-11-30	11:41:00	obsr169213	S15812278	Traveling	P22	EBIRD	79	3.219		3	1	G737011	1	0	0		<br />Submitted from BirdLog NA for iOS, version 1.7.1	First year bird, large with white winged tips.  Photo taken.	
URN:CornellLabOfOrnithology:EBIRD:OBS219504103	2018-12-21 14:52:56.0	6274	species	Glaucous-winged Gull	Larus glaucescens			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Pickles Butte Landfill	L464975	H	43.4899185	-116.7005539	2013-11-30	11:41:00	obsr134134	S15814154	Traveling	P22	EBIRD	79	3.219		3	1	G737011	1	0	0		<br />Submitted from BirdLog NA for iOS, version 1.7.1	First year bird, large with white winged tips.  Photo taken.	
URN:CornellLabOfOrnithology:EBIRD:OBS689853971	2019-01-05 12:22:51.0	27581	species	Western Bluebird	Sialia mexicana			6				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Nampa, ID, Nampa US-ID (43.5358,-116.6030)	L8306744	P	43.5592166	-116.6504082	2018-03-09	13:39:00	obsr179633	S50980463	Traveling	P22	EBIRD_PNW	240	8.047		2	1	G3702740	0	0	0		Great horned on nest	Confirmed by song and photos, 2 observers	
URN:CornellLabOfOrnithology:EBIRD:OBS691857708	2019-01-05 12:22:51.0	27581	species	Western Bluebird	Sialia mexicana			6				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Nampa, ID, Nampa US-ID (43.5358,-116.6030)	L8306744	P	43.5592166	-116.6504082	2018-03-09	13:39:00	obsr699591	S51142333	Traveling	P22	EBIRD_PNW	240	8.047		2	1	G3702740	0	0	0		Great horned on nest	Confirmed by song and photos, 2 observers	
URN:CornellLabOfOrnithology:EBIRD:OBS679616277	2018-11-24 13:17:35.0	32190	species	Rose-breasted Grosbeak	Pheucticus ludovicianus			1			Male, Adult (1)	United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_555	9			Fort Boise WMA	L234583	H	43.8215239	-117.0126942	2018-07-31	08:30:00	obsr826182	S47568637	Traveling	P22	EBIRD	310	6.437		2	1	G3375617	1	0	0			****Rare; I was looking through some of my old photos when I noticed a bird that really looked like a RBGR. After checking it out with another birder, I uploaded it. Here it is. Note red on breast, white on wing, and all black head. A new bird for my Idaho list!!!	
URN:CornellLabOfOrnithology:EBIRD:OBS678703857	2018-11-30 11:11:48.0	30832	issf	Dark-eyed Junco	Junco hyemalis	Dark-eyed Junco (Slate-colored)	Junco hyemalis hyemalis/carolinensis	4				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Old Hwy 30	L5453463	P	43.741791	-116.7012405	2018-11-21	09:44:00	obsr426041	S50101766	Stationary	P21	EBIRD	16			1	1		0	0	0			Mixed with Oregon version.	
URN:CornellLabOfOrnithology:EBIRD:OBS690829490	2018-12-29 17:18:43.0	239	species	Snow Goose	Anser caerulescens			1000				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--Lower Dam	L109178	H	43.5898409	-116.7232132	2018-12-29	14:00:00	obsr294651	S51060916	Stationary	P21	EBIRD	10			1	1		0	0	0		windy	large group of Snow Geese on Lake Lowell - reported earlier this week by Bob Kiernan	
URN:CornellLabOfOrnithology:EBIRD:OBS686041627	2018-12-15 14:25:22.0	31017	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Idaho	US-ID	Canyon	US-ID-027		9	USFWS_387		11232 Lake Shore Drive, Nampa, Idaho, US (43.515, -116.613)	L6599281	P	43.5151744	-116.612661	2018-12-15	11:08:00	obsr51985	S50684643	Traveling	P22	EBIRD	74	2.06		4	1		0	0	0			Ident occurred by sight and sound.-	
URN:CornellLabOfOrnithology:EBIRD:OBS696888167	2019-01-11 10:21:33.0	662	species	Ruddy Duck	Oxyura jamaicensis			1000				United States	US	Idaho	US-ID	Cassia	US-ID-031	US-ID_594	9	USFWS_740		Minidoka NWR, nest islands	L4283253	P	42.6617996	-113.4521627	2007-04-12		obsr696608	S51551071	Historical	P62	EBIRD				1	1		0	0	0			Staging flocks present for short time during spring migration	
URN:CornellLabOfOrnithology:EBIRD:OBS584227902	2018-03-03 19:23:52.0	7980	species	Ferruginous Hawk	Buteo regalis			16				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			400-458 South 1300 West, Murtaugh, Idaho, US (42.471, -114.05)	L7015713	P	42.4705621	-114.0499248	2018-03-03	16:56:00	obsr633020	S43354263	Traveling	P22	EBIRD	26	7.95		1	1		0	0	0		Numerous raptors on distribution lines and irrigation pivots surrounding Double Eagle Dairy		
URN:CornellLabOfOrnithology:EBIRD:OBS664193910	2018-12-12 10:44:13.0	7949	species	Swainson's Hawk	Buteo swainsoni			1				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			Highway 77, Malta US-ID (42.2839,-113.4270)	L7997093	P	42.283852	-113.426968	2018-10-06	13:20:00	obsr368614	S49009266	Traveling	P22	EBIRD	16	7.883		3	1	G3502133	0	0	0		Cloudy, fine rain, 44 deg. With Teresa and Guillermina. 	Perched on fence. Chocolate brown head. Thick brown streaks on breast	
URN:CornellLabOfOrnithology:EBIRD:OBS663854655	2018-12-12 10:44:09.0	7949	species	Swainson's Hawk	Buteo swainsoni			1				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			Highway 77, Malta US-ID (42.2839,-113.4270)	L7997093	P	42.283852	-113.426968	2018-10-06	13:20:00	obsr114181	S48987818	Traveling	P22	EBIRD	16	7.883		3	1	G3502133	0	0	0		Cloudy, fine rain, 44 deg. With Teresa and Guillermina. 	Perched on fence. Chocolate brown head. Thick brown streaks on breast	
URN:CornellLabOfOrnithology:EBIRD:OBS680691586	2018-11-27 13:07:32.0	1763	species	Eared Grebe	Podiceps nigricollis			58				United States	US	Idaho	US-ID	Cassia	US-ID-031	US-ID_594	9	USFWS_740		Minidoka National Wildlife Refuge	L8191721	P	42.628896	-113.210644	2018-11-27	10:35:00	obsr630029	S50257718	Stationary	P21	EBIRD	30			1	1		0	0	0			Large raft of grebes count by ones. Nearly all appeared to be EAGR. Several apparent HOGR listed separately had whiter neck and whiter cheek, akin to miniature WEGR.	
URN:CornellLabOfOrnithology:EBIRD:OBS690911484	2018-12-29 20:37:56.0	22094	species	Bushtit	Psaltriparus minimus			57				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			(42.2288,-113.8999)	L8323981	P	42.228804	-113.899854	2018-12-29	08:21:00	obsr323538	S51067063	Traveling	P22	EBIRD	330	45.062		2	1		0	0	0		Trapper Cr CBC	We saw three groups of Bushtits along our Trapper Creek Rd CBC route. The groups of 15, 20, and 22 were found several miles apart. 	
URN:CornellLabOfOrnithology:EBIRD:OBS691196869	2018-12-30 14:18:15.0	30388	species	Lapland Longspur	Calcarius lapponicus			1				United States	US	Idaho	US-ID	Cassia	US-ID-031	US-ID_2770	9			Trapper Creek Road, Oakley, Idaho, US (42.2, -113.921)	L8328398	P	42.1998791	-113.9212167	2018-12-30	11:37:00	obsr370989	S51089761	Incidental	P20	EBIRD				1	0		1	0	0			Single bird foraging on weeds alongside the gravel road.	
URN:CornellLabOfOrnithology:EBIRD:OBS690828625	2018-12-29 17:16:58.0	31257	species	Western Meadowlark	Sturnella neglecta			25				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			Dam Drive, Oakley, Idaho, US (42.204, -113.907)	L8322840	P	42.2041287	-113.9067969	2018-12-29	14:43:00	obsr340285	S51060858	Traveling	P22	EBIRD	31	6.373		3	1	G3692345	0	0	0			In a barnyard.	
URN:CornellLabOfOrnithology:EBIRD:OBS690828635	2018-12-29 17:16:58.0	31257	species	Western Meadowlark	Sturnella neglecta			25				United States	US	Idaho	US-ID	Cassia	US-ID-031		9			Dam Drive, Oakley, Idaho, US (42.204, -113.907)	L8322840	P	42.2041287	-113.9067969	2018-12-29	14:43:00	obsr215269	S51060859	Traveling	P22	EBIRD	31	6.373		3	1	G3692345	0	0	0			In a barnyard.	
URN:CornellLabOfOrnithology:EBIRD:OBS696643823	2019-01-10 14:45:57.0	1591	species	Greater Sage-Grouse	Centrocercus urophasianus			1				United States	US	Idaho	US-ID	Clark	US-ID-033		9			Idaho highway	L8403407	P	44.170803	-112.423552	2018-04-01	11:21:00	obsr88598	S51530779	Traveling	P22	EBIRD	2	4.175		1	1		0	0	0			Standing in the ditch by road displaying. White neck feathers extended. 	
URN:CornellLabOfOrnithology:EBIRD:OBS688826436	2018-12-23 13:20:00.0	11337	species	American Kestrel	Falco sparverius			7				United States	US	Idaho	US-ID	Clark	US-ID-033		9			I-15 N, Dubois US-ID (44.0730,-112.2359)	L8292333	P	44.073033	-112.235897	2018-12-23	11:08:00	obsr414437	S50897464	Traveling	P22	EBIRD	2	4.255		2	1		0	0	0			Accurate count	
URN:CornellLabOfOrnithology:EBIRD:OBS688826435	2018-12-23 13:20:00.0	7526	species	Golden Eagle	Aquila chrysaetos			2				United States	US	Idaho	US-ID	Clark	US-ID-033		9			I-15 N, Dubois US-ID (44.0730,-112.2359)	L8292333	P	44.073033	-112.235897	2018-12-23	11:08:00	obsr414437	S50897464	Traveling	P22	EBIRD	2	4.255		2	1		0	0	0			Good habitat for them. Two separate individuals perched on power poles on east side of road. Large birds, overall dark plumaged with golden nape, smaller bill than BAEA.	
URN:CornellLabOfOrnithology:EBIRD:OBS697067726	2019-01-11 18:51:22.0	1576	species	Ruffed Grouse	Bonasa umbellus			7				United States	US	Idaho	US-ID	Clearwater	US-ID-035		10			N. Fork Clearwater R. -- Dvorshak Dam to Confluence	L5058436	H	46.5078665	-116.3112259	2018-09-16	16:47:00	obsr89980	S51568677	Incidental	P20	EBIRD				1	0		0	0	0			 	
URN:CornellLabOfOrnithology:EBIRD:OBS691241594	2018-12-30 15:42:38.0	30901	species	Golden-crowned Sparrow	Zonotrichia atricapilla			1				United States	US	Idaho	US-ID	Custer	US-ID-037		10			Fall Creek Trail Ruffneck Lake to Middle Fork Salmon	L8329133	P	44.5774242	-115.1860859	2001-08-25	07:00:00	obsr980756	S51093432	Historical	P62	EBIRD	840	16.093		1	1		0	0	0		A hike from Ruff Neck Lakes down Fall Creek to Middle Fork of the Salmon river	I saw an adult bird in the basin. This is a bird I am very familiar with having banded 100+ during my years at Point Reyes Bird Observatory, and living for a few decades in western Oregon.	
URN:CornellLabOfOrnithology:EBIRD:OBS691969213	2019-01-07 14:08:58.0	5924	species	Wilson's Phalarope	Phalaropus tricolor			35				United States	US	Idaho	US-ID	Custer	US-ID-037		9			Carlson Lake	L8338879	H	44.2816413	-113.7528897	2009-07-08		obsr980756	S51153129	Historical	P62	EBIRD		12.875			1		0	0	0		I hiked in about 3.5 miles and then camped for two nights.	flying around and on the lake. My notes say first there wre about 15, then as the day went on more and more arrived.	
URN:CornellLabOfOrnithology:EBIRD:OBS614650327	2018-06-10 20:07:03.0	30394	species	McCown's Longspur	Rhynchophanes mccownii			2	F 	C1		United States	US	Idaho	US-ID	Custer	US-ID-037		9			Mackay, ID  83251, Mackay US-ID (44.3517,-113.6043)	L7378346	P	44.35167	-113.604272	2018-05-09	12:05:00	obsr172190	S45492356	Incidental	P20	EBIRD_PNW				2	0		1	0	0			Private land (we were there for curlew research).  2 calling birds in flight - 1st heard the 3-note rattle, then Ben & I saw 2 grayish-brown birds in flight with extensive white in short tail.  Kept flying to W/NW then flew back over us calling a few minutes later and landed 400+m away on a low ridge with shorter veg.  Crept up to within 50m & got decent digi-scope pics.  Will prepare IBRC report soon.	
URN:CornellLabOfOrnithology:EBIRD:OBS647278254	2018-08-10 16:07:16.0	20186	species	Pinyon Jay	Gymnorhinus cyanocephalus			1				United States	US	Idaho	US-ID	Custer	US-ID-037		9			109 Capitol Avenue, Mackay, Idaho, US (43.915, -113.613)	L7808105	P	43.9154047	-113.6131669	2018-08-10	12:58:00	obsr99680	S47764865	Traveling	P22	EBIRD	68	32.187		1	1		0	0	0		While driving along 20 miles of highway 93	Along with 93	
URN:CornellLabOfOrnithology:EBIRD:OBS651955894	2018-08-27 19:20:25.0	3742	species	Vaux's Swift	Chaetura vauxi			1				United States	US	Idaho	US-ID	Custer	US-ID-037		10			Valley Creek campsite	L7868352	P	44.3182235	-115.0690854	2018-08-25	15:00:00	obsr628208	S48116795	Stationary	P21	EBIRD	180			2	1		0	0	0		Dispersed camping area.	Darkish swift, flying fairly high above the lodgepole pines.	
URN:CornellLabOfOrnithology:EBIRD:OBS650862391	2018-08-24 10:21:46.0	1699	domestic	Wild Turkey (Domestic type)	Meleagris gallopavo (Domestic type)			1				United States	US	Idaho	US-ID	Custer	US-ID-037		10			Bayhorse Creek Rd (below Bayhorse ghost town)	L5769680	P	44.3887769	-114.28913	2018-08-24	07:20:00	obsr684605	S48039730	Incidental	P20	EBIRD				1	0		0	0	0			White hen traveling with WITU	
URN:CornellLabOfOrnithology:EBIRD:OBS692084849	2019-01-01 13:04:34.0	20399	species	Clark's Nutcracker	Nucifraga columbiana			X				United States	US	Idaho	US-ID	Elmore	US-ID-039		9			Prairie	L3170221	T	43.50489	-115.57393	1982-08-14		obsr269548	S51163875	Historical	P62	EBIRD					0		0	0	0		Specific Location not Recorded (Life List Record)	No details. Likely on a Golden Eagle Audubon field trip. Life List Record	
URN:CornellLabOfOrnithology:EBIRD:OBS696783867	2019-01-10 22:20:38.0	32072	species	Western Tanager	Piranga ludoviciana			1				United States	US	Idaho	US-ID	Elmore	US-ID-039		10			ID - Elmore Co. Jumbo Creek	L8405125	P	43.6026037	-115.0640931	2001-07-29		obsr23074	S51542578	Historical	P62	EBIRD				2	0		0	0	0			positively identified by diagnostic vocalization in field; recorded in notebook	
URN:CornellLabOfOrnithology:EBIRD:OBS690144122	2018-12-31 14:45:41.0	239	species	Snow Goose	Anser caerulescens			9				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr246096	S51004061	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Exact count flying over at bear river bridge mile post 13	
